update,steps,episode_return,policy_loss,value_loss,entropy,approx_kl
39,89856,-20.40828255982345,-0.00012514044779740607,0.04549203789792955,1.8019904047250748,0.0013871007022316917
40,92160,-20.691445586165674,-0.000797453057708078,0.03896743734367192,1.7923608273267746,0.0020193025836003162
41,94464,-20.720706546962056,-0.00044714983798455066,0.046410150825977325,2.0801564007997513,0.0007511223372205222
42,96768,-21.185901056833305,-0.000642778715902903,0.046909571858122945,1.7927774041891098,0.001953068440059269
43,99072,-21.015921958077957,-0.0004965918677852788,0.06700192554853857,1.8691880777478218,0.0006819658860877098
44,101376,-21.757971537074532,-0.0004097941955983897,0.04011681652627885,1.77178455889225,0.00045272870394481076
45,103680,-22.194579124566417,-0.0009410740119872307,0.0307623177068308,1.7779811918735504,0.001580455919268944
46,105984,-21.778857205121152,-0.001087738853132958,0.039601417956873775,2.024304211139679,0.0008637124173371067
47,108288,-21.651545027006705,-0.0008051070053625153,0.0405148477293551,1.7460354194045067,0.001810926078873207
48,110592,-21.39618123274397,-0.0010024971943999456,0.03724171419162303,1.8077074810862541,0.0007118761482413699
49,112896,-20.76728639305838,-0.0008929607274694717,0.04365057987160981,1.7050532698631287,0.0006923057682241859
50,115200,-20.39154498177007,-0.0020523191916607952,0.042122707003727555,1.684859685599804,0.0013651341670689963
51,117504,-20.65937515898772,-0.0014158803722036997,0.048825472593307495,1.9618714228272438,0.0008529922328711513
52,119808,-20.62576133274426,-0.0012261776850613793,0.03501234855502844,1.6342992410063744,0.001283487295735439
53,122112,-20.452208734520074,-0.00031414798372175756,0.04104933072812855,1.7392186522483826,0.0001907830699710497
54,124416,-20.91083149027356,-0.0003018160648732837,0.044179119635373354,1.670775756239891,0.0038737692224357387
55,126720,-20.33343499878755,-0.0007317795139493294,0.03129642189014703,1.6600473076105118,0.0038912101482916715
56,129024,-20.131549479674685,-0.001001098253052786,0.04132741806097329,1.9150933250784874,0.0018422140956570526
57,131328,-18.648553370027916,1.2928845434440062e-05,0.033334558829665184,1.6629010364413261,0.0002944606518061237
58,133632,-18.381198244651863,-0.001125331509077454,0.03464757988695055,1.7397596910595894,0.0024103019538112367
59,135936,-18.121627972478723,-0.0011742165861505782,0.038293182384222746,1.65530526638031,0.0007146991280630264
60,138240,-18.49621510620091,-0.0009012678479317984,0.03815016313455999,1.6450951099395752,0.0008515875206537909
61,140544,-19.367998107821087,-0.00026574927728184594,0.050476959673687816,1.9086657837033272,0.00042359068131898187
62,142848,-20.141152713400025,-0.0005556234384269179,0.03231037931982428,1.638419859111309,0.002029996157565013
63,145152,-20.988966313221198,-0.0030466205702800314,0.034235524595715106,1.7264885902404785,0.0034032837207228616
64,147456,-21.11916651681658,-0.0001378412362479653,0.03842072212137282,1.655996061861515,0.0017561544159813511
65,149760,-20.850187306600404,-0.00034606775600171114,0.030832644901238382,1.6285673528909683,0.0028845932352447156
66,152064,-20.020086769917995,-0.0001744821809350275,0.03918205760419369,1.9157357811927795,0.0011395213193989345
67,154368,-19.050586241405707,-0.0008144375733157294,0.034925526357255876,1.6440493166446686,0.0016878846396619135
68,156672,-18.991558697685694,-0.0009719100421029525,0.028762276866473258,1.7284852489829063,0.0017901681033233923
